序号,原句,原句翻译,insert变异,insert变异翻译,insert变异翻译去括号,原句翻译去括号,请问这组插入变异是否存在句子翻译(去除括号后)不一致的错误
33,"(3) Where the Council is of the opinion that a person undergoing a period of assessment is unlikely to attain the professional standards required of a registered medical practitioner, the Council may terminate that person's period of assessment. (Amended 87 of 1995 s. 9)",(2) 任何获认可的注册医生，如其专业水平符合注册医生所须符合的水平，则该局可发出该等认可的注册医生证书，以证明该医生已获认可。(由1995年第87号第9条修订),"(3) Where the Council is of the opinion that a person undergoing a period of assessment is unlikely to attain the professional standards required of a registered medical practitioner (a person who practices medicine, especially one licensed to do so, such as a physician, dentist, surgeon, or veterinarian), the Council may terminate that person's period of assessment. (Amended 87 of 1995 s. 9)",(3) 凡理事会认为正在接受考核的人不可能达到注册医生(行医的人，特别是持有行医执照的人，例如内科医生、牙医、外科医生或兽医)所规定的专业标准，理事会可终止该人的考核期。(由1995年第87号第9条修订), 凡理事会认为正在接受考核的人不可能达到注册医生所规定的专业标准，理事会可终止该人的考核期。, 任何获认可的注册医生，如其专业水平符合注册医生所须符合的水平，则该局可发出该等认可的注册医生证书，以证明该医生已获认可。
34,Application of affine transformation in leak location for pipelines,仿射变换在管道泄漏定位中的应用,"Application of affine transformation (a geometric transformation that preserves lines and parallelism, but in general not lengths or angles; an automorphism of an affine space: a mapping of an affine space onto itself that preserves both the dimension of any affine subspace and the ratio of the lengths of any pair of parallel line segments) in leak location for pipelines",仿射变换的应用（一种保留直线和平行度的几何变换，但通常不保留长度或角度；仿射空间的自同构：仿射空间到其自身的映射，保留任何仿射子空间的维度和管道泄漏定位中任意一对平行线段的长度,仿射变换的应用一种保留直线和平行度的几何变换，但通常不保留长度或角度；仿射空间的自同构：仿射空间到其自身的映射，保留任何仿射子空间的维度和管道泄漏定位中任意一对平行线段的长度,仿射变换在管道泄漏定位中的应用
35,"My day off today, just looking around",今天休息，随便逛逛,"My day off (a day of vacation; a day when one does not go to work, school, etc.) today, just looking around",今天我的休息日（休假的一天；不去上班、不上学等的一天），只是环顾四周,今天我的休息日，只是环顾四周,今天休息，随便逛逛
36,"(b) subject to subsection (3), require the applicant to apply to the Court of First Instance for rectification of the register. (Amended 25 of 1998 s. 2)",(a) 就本条例所订的事宜，向原讼法庭提出申请，要求更正登记册，惟该等申请须经原讼法庭批准，并须在该登记册内注明日期起计的期间内，向原讼法庭提出申请，要求更正登记册，而 ...,"(b) subject to subsection (3), require the applicant to apply to the Court of First Instance (a court of law where legal proceedings are first heard) for rectification of the register. (Amended 25 of 1998 s. 2)",(a) 就登记册而言，如该等登记册属注册人所登记，则该登记册可获注册为注册人登记册;或, 就登记册而言，如该等登记册属注册人所登记，则该登记册可获注册为注册人登记册;或, 就本条例所订的事宜，向原讼法庭提出申请，要求更正登记册，惟该等申请须经原讼法庭批准，并须在该登记册内注明日期起计的期间内，向原讼法庭提出申请，要求更正登记册，而 ...
37,"(1) Subject to paragraph (2), no person shall store, or cause or permit to be stored, a freight container containing dangerous goods-",(c) 凡在指明的日期前，将载有危险货物的货柜存放在指明的地点，或指明的地点存放在该指明的地点的货物，则须将该货柜存放在指明的地点。,"(1) Subject to paragraph (2), no person shall store, or cause or permit to be stored, a freight container containing dangerous goods (substances, natural or man-made, which are intrinsically dangerous or otherwise pose a safety hazard. Examples include explosives, poisons, and corrosives)-",(1) 除第 (2) 款另有规定外，任何人不得储存、导致或允许储存载有危险货物（天然或人造物质，本质上是危险的或在其他方面构成安全隐患。例子包括爆炸物、毒药和腐蚀剂）的货运集装箱 -, 除第 款另有规定外，任何人不得储存、导致或允许储存载有危险货物的货运集装箱 -, 凡在指明的日期前，将载有危险货物的货柜存放在指明的地点，或指明的地点存放在该指明的地点的货物，则须将该货柜存放在指明的地点。
38,"(1) No member of the Authority or of any committee, acting in good faith, shall be personally liable for any act done or default made-",(c) 任何委员会的成员，不论是委员会成员或任何委员会的主席或成员是否已就任何委员会的职能或职责而委任，均须负上个人法律责任。,"(1) No member of the Authority or of any committee, acting in good faith (good, honest intentions, even if producing unfortunate results), shall be personally liable for any act done or default made-",(1) 管理局或任何委员会的任何成员，即使本着善意(善意、诚实的意图，即使产生不良结果)行事，亦无须对所作出的任何行为或不作为承担个人责任：, 管理局或任何委员会的任何成员，即使本着善意行事，亦无须对所作出的任何行为或不作为承担个人责任：, 任何委员会的成员，不论是委员会成员或任何委员会的主席或成员是否已就任何委员会的职能或职责而委任，均须负上个人法律责任。
39,We can get blood type right away.,我们可以立即得到血型。,"We can get blood type (a classification of blood that is based on the presence or absence of antigens in the red blood cells of an individual, for the purposes of blood transfusion three antigens referred to as ""A"", ""B"" and ""RhD"" (out of a total of 29) are the most important. Based on their presence the human blood can be classified to A, AB, B, and O blood types which are further divided to Rh positive or negative) right away.",我们可以得到血型（根据个体红细胞中是否存在抗原对血液进行分类，为了输血的目的，三种抗原称为“A”、“B”和“RhD”） “（总共 29 种血型中）是最重要的。根据它们的存在，人类血液可以立即分为 A、AB、B 和 O 型血，进一步分为 Rh 阳性或阴性）。,我们可以得到血型 “是最重要的。根据它们的存在，人类血液可以立即分为 A、AB、B 和 O 型血，进一步分为 Rh 阳性或阴性。,我们可以立即得到血型。
40,(3) In addition to the requirements of subregulation (1) there shall be provided in any such spaces containing internal combustion type machinery-,(2) 除第(1)款另有规定外，任何设有内燃机的舱间，须设置─,"(3) In addition to the requirements of subregulation (1) there shall be provided in any such spaces containing internal combustion (the process where fuel is burned within an engine such as a diesel engine, producing power directly as opposed to externally such as in a steam engine) type machinery-",(2) 凡任何该等舱室设有通风孔，并有足够通风量，使该等舱室的空气能供应舱的运作，则须在该等舱室设置通风孔，使该等舱室的空气能供应舱的运作。, 凡任何该等舱室设有通风孔，并有足够通风量，使该等舱室的空气能供应舱的运作，则须在该等舱室设置通风孔，使该等舱室的空气能供应舱的运作。, 除第款另有规定外，任何设有内燃机的舱间，须设置─
41,"(1) Any power conferred on the Commission by section 50, 51, or 52 may be exercised in relation to a licensed leveraged foreign exchange trader if, and only if, it appears to the Commission that-",(1) 当且仅当委员会认为：,"(1) Any power conferred on the Commission by section 50, 51, or 52 may be exercised in relation to a licensed leveraged foreign exchange (foreign currency) trader if, and only if, it appears to the Commission that-",(c) 就任何持牌杠杆式外汇(外币)交易商而言，其根据第50、51或52条获授予的权力，可在该等情况下行使。, 就任何持牌杠杆式外汇交易商而言，其根据第50、51或52条获授予的权力，可在该等情况下行使。, 当且仅当委员会认为：
42,"""Every bill of lading in the hands of a consignee or indorsee for valuable consideration representing goods to have been shipped on board a vessel shall be conclusive evidence of such shipment as against the master or other person signing the same,""",”,"""Every bill of lading (a document issued by a carrier (e.g. master of a ship or the ship owner's agent) to a shipper listing a ship's cargo, acknowledging receipt of said cargo, and specifying terms for its delivery) in the hands of a consignee or indorsee for valuable consideration representing goods to have been shipped on board a vessel shall be conclusive evidence of such shipment as against the master or other person signing the same,""",“每份提单（由承运人（例如船长或船东代理人）向托运人签发的文件，列出船舶的货物，确认收到所述货物，并指定其交付条款）收货人或被背书人以有价值的对价代表已装船的货物，应作为此类装运的决定性证据，以对抗船长或其他签署该货物的人，”,“每份提单收货人或被背书人以有价值的对价代表已装船的货物，应作为此类装运的决定性证据，以对抗船长或其他签署该货物的人，”,”
43,"(2) The Public Health and Municipal Services Ordinance (Cap 132) does not apply to the Corporation, its property and affairs to the extent set out in the Schedule. (Amended 10 of 1986 s. 32 (1))",(1) 任何根据本条例第14A条订立的规例，均属有效。(由1986年第10号第32(1)条修订),"(2) The Public Health (the science and practice of community hygiene; includes preventive medicine, health education, sanitation and environmental safety) and Municipal Services Ordinance (Cap 132) does not apply to the Corporation, its property and affairs to the extent set out in the Schedule. (Amended 10 of 1986 s. 32 (1))",(2) 《公共卫生(社区卫生的科学及实践；包括预防医学、健康教育、卫生设施及环境安全)及市政服务条例》(第132章)不适用于公司、其财产及附表所列的事务。(由1986年第10号第32(1)条修订), 《公共卫生及市政服务条例》不适用于公司、其财产及附表所列的事务。, 任何根据本条例第14A条订立的规例，均属有效。
44,"(5) In this section ""Consumer Price Index (A)"" (甲类消费物价指数) means the index of that name compiled by the Commissioner for Census and Statistics.","(5) In this section ""Consumer Price Index (A)"" (甲类消费物价指数) means the index of that name compiled by the Commissioner for Census and Statistics.","(5) In this section ""Consumer Price Index (a statistical estimate of the level of prices of goods and services bought for consumption purposes by households) (A)"" (甲类消费物价指数) means the index of that name compiled by the Commissioner for Census and Statistics.",（5） 本条中的“甲类消费物价指数（对家庭消费所购买的商品和服务的价格水平的统计估计）（A）” （Consumer Price Index (a statistics estimate of price of the families purchase for the purpose of consumer) (A) ） 指由政府统计处处长编制的同名指数。, 本条中的“甲类消费物价指数” 指由政府统计处处长编制的同名指数。," In this section ""Consumer Price Index"" means the index of that name compiled by the Commissioner for Census and Statistics."
45,Have you been visiting with the Crown Prince again?,你又去拜访太子了吗？,Have you been visiting with the Crown Prince (a person designated and raised to become the next king) again?,您是否再次拜访过王储（被指定并培养成为下一任国王的人）？,您是否再次拜访过王储？,你又去拜访太子了吗？
46,Affirmative and the Focal Point of Affirmative,平权与平权的焦点,Affirmative and the Focal Point (a feature that attracts particular attention) of Affirmative,肯定语和肯定语的焦点（引起特别关注的特征）,肯定语和肯定语的焦点,平权与平权的焦点
47,"""conventional liquid fuel"" (常规液体燃料) and ""conventional solid fuel"" (常规固体燃料) have the same meanings as in regulation 3 (2) of the Air Pollution Control (Furnaces, Ovens and Chimneys) (Installation and Alteration) Regulations (Cap 311 sub. leg.);","""conventional liquid fuel"" (常规液体燃料) and ""conventional solid fuel"" (常规固体燃料) have the same meanings as in regulation 3 (2) of the Air Pollution Control (Furnaces, Ovens and Chimneys) (Installation and Alteration) Regulations (Cap 311 sub. leg.);","""conventional liquid fuel"" (常规液体燃料) and ""conventional solid fuel"" (常规固体燃料) have the same meanings as in regulation 3 (2) of the Air Pollution (the contamination of the atmosphere by noxious gases and particulates) Control (Furnaces, Ovens and Chimneys) (Installation and Alteration) Regulations (Cap 311 sub. leg.);",“常规液体燃料”(conventional liquid fuel) 及“常规固体燃料”(conventional solid fuel) 的涵义与《空气污染(有毒气体及粒子对大气的污染)管制(火炉、烤炉及烟囱)(安装及改动)规例》(第311章，附属法例)第3(2)条中该等词的涵义相同；,“常规液体燃料” 及“常规固体燃料” 的涵义与《空气污染管制规例》第3条中该等词的涵义相同；,"""conventional liquid fuel"" and ""conventional solid fuel"" have the same meanings as in regulation 3 of the Air Pollution Control Regulations;"
48,"The Angolan economy grew 15.5 percent last year, almost 4 percentage points above the growth posted in 2004, thanks to oil price increases and increased production of crude oil.",安哥拉国家石油公司总裁兼首席执行官阿卜杜拉•阿卜杜拉•阿卜杜拉在致辞中表示，安哥拉是“一带一路”沿线国家之一，是安哥拉经济的重要引擎。,"The Angolan economy grew 15.5 percent last year, almost 4 percentage points above the growth posted in 2004, thanks to oil price increases and increased production of crude oil (unrefined oil; as it is found underground, consisting mainly of hydrocarbons).",去年，安哥拉经济增长了 15.5％，比 2004 年的增长率高出近 4 个百分点，这要归功于油价上涨和原油（未精炼的石油；存在于地下，主要由碳氢化合物组成）产量的增加。,去年，安哥拉经济增长了 15.5％，比 2004 年的增长率高出近 4 个百分点，这要归功于油价上涨和原油产量的增加。,安哥拉国家石油公司总裁兼首席执行官阿卜杜拉•阿卜杜拉•阿卜杜拉在致辞中表示，安哥拉是“一带一路”沿线国家之一，是安哥拉经济的重要引擎。
49,Clinical Observation of Diabetes Mellitus of Type II Managed with Repaylinide,瑞贝西胺治疗2型糖尿病的临床观察,"Clinical Observation of Diabetes Mellitus (a medical disorder commonly called diabetes, characterized by varying or persistent hyperglycemia (high blood sugar levels), especially after eating) of Type II Managed with Repaylinide",使用 Repaylinide 治疗 II 型糖尿病（一种通常称为糖尿病的医学疾病，其特征是血糖水平变化或持续升高（尤其是进食后），临床观察,使用 Repaylinide 治疗 II 型糖尿病一种通常称为糖尿病的医学疾病，其特征是血糖水平变化或持续升高，临床观察,瑞贝西胺治疗2型糖尿病的临床观察
50,ANALYSIS OF SHOCK WAVE IN DTH BIT,潜孔钻头冲击波分析,ANALYSIS OF SHOCK WAVE (any violent disturbance) IN DTH BIT,DTH 比特中的冲击波（任何暴力干扰）分析,DTH 比特中的冲击波分析,潜孔钻头冲击波分析
51,Expression of Inducible Co-Stimulator on T lymphocytes in Peripheral Blood from the Patients with Systemic Lupus Erythematosus,系统性红斑狼疮患者外周血T淋巴细胞诱导型共刺激分子的表达,"Expression of Inducible Co-Stimulator on T lymphocytes in Peripheral Blood from the Patients with Systemic Lupus Erythematosus (a systemic autoimmune disease (or autoimmune connective tissue disease), where the immune system attacks the body's cells and tissue and causes inflammation and tissue damage)",系统性红斑狼疮（一种系统性自身免疫性疾病（或自身免疫性结缔组织疾病，免疫系统攻击人体细胞和组织，引起炎症和组织损伤）患者外周血 T 淋巴细胞上可诱导共刺激分子的表达）,系统性红斑狼疮,系统性红斑狼疮患者外周血T淋巴细胞诱导型共刺激分子的表达
52,"Studies on Physical Carbon,Chemical Carbon and Mixed Carbon in the Declouring of Monosodium Glutamate",物理炭、化学炭及混合炭对味精脱色作用的研究,"Studies on Physical Carbon,Chemical Carbon and Mixed Carbon in the Declouring of Monosodium Glutamate (the mono sodium salt of the amino acid, glutamic acid; present in soy sauce; used as a condiment in Chinese and Japanese cooking, and as a food additive to enhance flavor and add the umami taste. Abbreviations: MSG, E621)",谷氨酸钠（氨基酸谷氨酸的单钠盐；存在于酱油中；用作中餐和日式烹饪的调味品，以及作为食品添加剂来增强风味和增加鲜味。缩写：MSG，E621）脱色中物理碳、化学碳和混合碳的研究,谷氨酸钠脱色中物理碳、化学碳和混合碳的研究,物理炭、化学炭及混合炭对味精脱色作用的研究
53,"An ecological study on the laboratory population of Oryzaephilus surinamensis (L.) was carried out under the treatment combination of five levels of temperature(25,20,28 9,30,38℃)and three levels of relative humidity(55%RH,76%RH,93%RH).",【摘要】：以5级温度(25、20、28 9、30、38℃)和3级相对湿度(55%RH、 76%RH、93%RH）。,"An ecological study on the laboratory population of Oryzaephilus surinamensis (L.) was carried out under the treatment combination of five levels of temperature(25,20,28 9,30,38℃)and three levels of relative humidity (the ratio of the actual amount of water vapor (absolute humidity) present in the air to the saturation point at the same temperature, usually expressed as a percentage)(55%RH,76%RH,93%RH).",【摘要】：以5级温度(25、20、28℃、9、30、38℃)和3级相对湿度(相对湿度的比值)处理组合对苏里南稻(Oryzaephilus surinamensis)实验室种群进行生态学研究。在相同温度下达到饱和点时空气中实际存在的水蒸气量（绝对湿度），通常以百分比表示）（55%RH、76%RH、93%RH）。,【摘要】：以5级温度和3级相对湿度处理组合对苏里南稻实验室种群进行生态学研究。在相同温度下达到饱和点时空气中实际存在的水蒸气量，通常以百分比表示。,【摘要】：以5级温度和3级相对湿度55%RH、 76%RH、93%RH。
54,"Neves also said the government would launch an international promotion campaign for the other large public work that the archipelago has in mind, Sao Tome's new international airport.",圣普政府计划在2011年建设一座机场，以取代传统的巴士。圣普政府计划在2012年建设一座机场，以取代传统的巴士。,"Neves also said the government would launch an international promotion campaign for the other large public work that the archipelago has in mind, Sao Tome's new international airport (an airport that accepts international flights).",内韦斯还表示，圣普政府将开展国际宣传活动，宣传圣普正在考虑的另一项大型公共工程——圣普新国际机场（一座可起降国际航班的机场）。,内韦斯还表示，圣普政府将开展国际宣传活动，宣传圣普正在考虑的另一项大型公共工程——圣普新国际机场。,圣普政府计划在2011年建设一座机场，以取代传统的巴士。圣普政府计划在2012年建设一座机场，以取代传统的巴士。
55,(1) For the purposes of these regulations the documents to be completed in respect of dangerous goods are-,(c) 凡根据第(1)款获授权代表任何危险货物的承运人，或因任何该等承运人认为合适的人选而获授权代表该等承运人，则可就该等承运人就该等承运人而订立的任何规例。,"(1) For the purposes of these regulations the documents to be completed in respect of dangerous goods (substances, natural or man-made, which are intrinsically dangerous or otherwise pose a safety hazard. Examples include explosives, poisons, and corrosives) are-",(c) 凡在指明的运输程序中，有人违反第(1)款的规定，可处罚款$ 1000。, 凡在指明的运输程序中，有人违反第款的规定，可处罚款$ 1000。, 凡根据第款获授权代表任何危险货物的承运人，或因任何该等承运人认为合适的人选而获授权代表该等承运人，则可就该等承运人就该等承运人而订立的任何规例。
56,automatic oil temperature control tank for machine tool,机床自动油温控制箱,"automatic oil temperature control tank for machine tool (a tool, typically a power-driven machine and typically stationary, used especially for machining (removing hard material via cutting, grinding, or other subtractive processes) and (more broadly) for any mix of subtractive, forming/stamping, or work)",机床（一种工具，通常是动力驱动机器，通常是固定的，特别用于机械加工（通过切割、磨削或其他减材工艺去除硬质材料）和（更广泛地）减材的任何组合的自动油温控制箱、成型/冲压或工作）,机床,机床自动油温控制箱
57,(c) to authorize the annual report or statements of receipts and payments and of assets and liabilities of the Council; (Amended 65 of 1979 s. 2),(b) 批准委员会的日常工作，并批准委员会就该局的日常运作及该局的财务事宜作出报告; (由1979年第65号第2条修订),"(c) to authorize the annual report (in business law, a comprehensive report on a the activities of a company throughout the preceding year, generally produced in compliance with requirements established by government agencies) or statements of receipts and payments and of assets and liabilities of the Council; (Amended 65 of 1979 s. 2)",(c) 批准编制年度报告（在商业法中，指关于公司前一年全年活动的综合报告，一般按照政府机构制定的要求编制）或理事会的收支报表和资产负债报表；（由 1979 年第 65 号第 2 条修订）, 批准编制年度报告或理事会的收支报表和资产负债报表；, 批准委员会的日常工作，并批准委员会就该局的日常运作及该局的财务事宜作出报告;
58,(c) the declaration of any dangerous goods to be prohibited goods for the purposes of this Ordinance; (Added 8 of 1959 s. 3),(b) 就本条例而言，任何危险品的运输或运输方式，须受《1959年第8号第3条增补),"(c) the declaration of any dangerous goods (substances, natural or man-made, which are intrinsically dangerous or otherwise pose a safety hazard. Examples include explosives, poisons, and corrosives) to be prohibited goods for the purposes of this Ordinance; (Added 8 of 1959 s. 3)",(c) 将任何危险货物（天然或人造的物质，本身具有危险性或在其他方面构成安全隐患。例子包括爆炸物、毒药和腐蚀剂）申报为本条例所指的禁运货物；（由1959年第8号第3条增补）, 将任何危险货物申报为本条例所指的禁运货物；, 就本条例而言，任何危险品的运输或运输方式，须受《1959年第8号第3条增补
59,"The change in financing is in line with recent recommendations from the Development Assistance Committee of the Organization for Economic Cooperation and Development(OECD), which suggested the change, considering the progress made by Cape Verde's public financing.",佛得角财政部长姆努钦表示，佛得角政府已开始实施一项财政改革，以取代政府的财政紧缩政策。,"The change in financing is in line with recent recommendations from the Development Assistance Committee of the Organization for Economic Cooperation and Development(OECD), which suggested the change, considering the progress made by Cape Verde (archipelago in West Africa)'s public financing.",此次融资方式的变化符合经济合作与发展组织（OECD）发展援助委员会最近的建议，该委员会考虑到佛得角（西非群岛）公共融资所取得的进展，提出了这一变化。,此次融资方式的变化符合经济合作与发展组织发展援助委员会最近的建议，该委员会考虑到佛得角公共融资所取得的进展，提出了这一变化。,佛得角财政部长姆努钦表示，佛得角政府已开始实施一项财政改革，以取代政府的财政紧缩政策。
60,"After converted from CT to conservational tillage for 13 years,the mean organic carbon sequestration rate was 53 g·m-2·a-1 and 25 g·m-2·a-1 at the depths of 0-10 cm and 10-20 cm,while under CT,it was 26 g·m-2·a-1 and 33 g·m-2·a-1,respectively.","连续耕作转为保护性耕作13年后,0~10 cm和10~20 cm土层平均有机碳固存速率分别为53 g·m-2·a-1和25 g·m-2·a-1,而连续耕作条件下0~10 cm和10~20 cm土层平均有机碳固存速率分别为26 g·m-2·a-1和33 g·m-2·a-1。","After converted from CT to conservational tillage for 13 years,the mean organic carbon sequestration (the natural removal of carbon from the atmosphere by the soil and plants) rate was 53 g·m-2·a-1 and 25 g·m-2·a-1 at the depths of 0-10 cm and 10-20 cm,while under CT,it was 26 g·m-2·a-1 and 33 g·m-2·a-1,respectively.","结果表明:在土壤有机碳吸收利用方面,CT法对土壤有机碳吸收利用效果最好;","结果表明:在土壤有机碳吸收利用方面,CT法对土壤有机碳吸收利用效果最好;","连续耕作转为保护性耕作13年后,0~10 cm和10~20 cm土层平均有机碳固存速率分别为53 g·m-2·a-1和25 g·m-2·a-1,而连续耕作条件下0~10 cm和10~20 cm土层平均有机碳固存速率分别为26 g·m-2·a-1和33 g·m-2·a-1。"
61,"""gazetted police officer"" (宪委级警务人员) includes officers of all ranks from and including the Commissioner down to and including superintendent; (Amended 37 of 1974 s. 2)","""gazetted police officer"" (宪委级警务人员) includes officers of all ranks from and including the Commissioner down to and including superintendent; (Amended 37 of 1974 s. 2)","""gazetted police officer (a peace officer who is a member of a police force)"" (宪委级警务人员) includes officers of all ranks from and including the Commissioner down to and including superintendent; (Amended 37 of 1974 s. 2)",“宪委级警务人员”（gazetted police official (a peace Officer who is a peace Officer who is a police force member of a police force)） 包括自专员（包括专员）至警司（包括警司）各级警官；（由 1974 年第 37 号第 2 条修订）,“宪委级警务人员” 包括自专员至警司各级警官；,"""gazetted police officer"" includes officers of all ranks from and including the Commissioner down to and including superintendent;"
62,The 1990 Nobel Prize for medicine was won by two Americans.,1990年诺贝尔医学奖由两名美国人获得。,"The 1990 Nobel Prize (any of the international prizes awarded annually by the Nobel Foundation for outstanding achievements in the fields of physics, chemistry, physiology or medicine, literature and for the promotion of world peace; or the prize in economics awarded by the Swedish National Bank, in memorial of Alfred Nobel) for medicine was won by two Americans.",1990年诺贝尔奖（诺贝尔基金会每年颁发的任何国际奖项，奖励在物理、化学、生理学或医学、文学领域以及促进世界和平方面的杰出成就；或瑞典国家科学院颁发的经济学奖两位美国人赢得了医学奖，以纪念阿尔弗雷德·诺贝尔。,1990年诺贝尔奖诺贝尔基金会每年颁发的任何国际奖项，奖励在物理、化学、生理学或医学、文学领域以及促进世界和平方面的杰出成就；或瑞典国家科学院颁发的经济学奖两位美国人赢得了医学奖，以纪念阿尔弗雷德·诺贝尔。,1990年诺贝尔医学奖由两名美国人获得。
63,"Zhang Sifu, Jia Zhongsheng, Du Xingjia et al.Immiscible natural gas displacement field test in Daqing oilfield.","Zhang Sifu, Jia Zhongsheng, Du Xingjia et al.Immiscible natural gas displacement field test in Daqing oilfield.","Zhang Sifu, Jia Zhongsheng, Du Xingjia et al.Immiscible natural gas (a mixture of gaseous hydrocarbons associated with petroleum deposits; mostly methane with smaller amounts of ethane, propane and butane; principally used as a fuel) displacement field test in Daqing oilfield.","张思福, 贾忠胜, 杜兴家等. 大庆油田非混相天然气（与石油矿床伴生的一类气态烃混合物，主要成分为甲烷，还有少量的乙烷、丙烷和丁烷，主要用作燃料）驱油现场试验.","张思福, 贾忠胜, 杜兴家等. 大庆油田非混相天然气驱油现场试验.","Zhang Sifu, Jia Zhongsheng, Du Xingjia et al.Immiscible natural gas displacement field test in Daqing oilfield."
64,A PROOF MATHEMATICAL INDUCTION OF THEOREM “det(AB)=detA det B”,定理“the(AB)=theA the B”的数学归纳证明,"A PROOF MATHEMATICAL INDUCTION (a method of proof which, in terms of a predicate P, could be stated as: if P(0) is true and if for any natural number n \ge 0, P(n) implies P(n + 1), then P(n) is true for any natural number n) OF THEOREM “det(AB)=detA det B”",证明数学归纳法（一种证明方法，就谓词 P 而言，可以表述为：如果 P(0) 为真并且对于任何自然数 n \ge 0，P(n) 意味着 P(n + 1)，则 P(n) 对于任何自然数 n) 定理“det(AB)=detA det B”均成立,证明数学归纳法一种证明方法，就谓词 P 而言，可以表述为：如果 P 为真并且对于任何自然数 n \ge 0，P 意味着 P，则 P 对于任何自然数 n 定理“det=detA det B”均成立,定理“the=theA the B”的数学归纳证明
65,Long-term Trends and Prospects in Supply and Demand for Wood Products and Possible Implications for Sustainable Forest Management,木制品供需的长期趋势和前景以及对可持续森林管理的可能影响,"Long-term Trends and Prospects in Supply and Demand (a capitalistic model of price determination in a market, according to which, holding all else equal in a competitive market, the unit price for a particular good will eventually settle at a point where the quantity demanded will equal the quantity supplied (at the current price)) for Wood Products and Possible Implications for Sustainable Forest Management",供给和需求的长期趋势和前景（市场价格决定的资本主义模型，根据该模型，在竞争性市场中其他条件相同的情况下，特定商品的单价最终将稳定在某一点上，该点的数量木材产品的需求量将等于供应量（按当前价格）以及对可持续森林管理的可能影响,供给和需求的长期趋势和前景市场价格决定的资本主义模型，根据该模型，在竞争性市场中其他条件相同的情况下，特定商品的单价最终将稳定在某一点上，该点的数量木材产品的需求量将等于供应量以及对可持续森林管理的可能影响,木制品供需的长期趋势和前景以及对可持续森林管理的可能影响
